"","net_greenhouse_pc","environmental_taxes","energy_imp_dep"
"1",0.612616175761796,0.0199607601418931,0.995893913370163
"2",0.396078269378952,1.2599161434299,0.262437145330273
"3",0.396078269378952,1.29464451297852,0.891285861910234
"4",0.469058119431677,1.14225205374657,-0.174977729314647
"5",0.247625773983004,1.13938222518167,-0.0790489899270701
"6",0.54123154579948,0.893217325698082,0.297667749261253
"7",0.469058119431677,0.570319849150178,0.275281290471783
"8",0.612616175761796,0.499319071860359,-0.0929899370014339
"9",0.822205129701342,0.183497897345002,0.240616520557701
"10",0.75308672145645,0.554268294188439,0.573571789148561
"11",0.890599771683904,-0.467313150964686,1.60357677154171
"12",0.75308672145645,-0.553277950006821,0.658092090298456
"13",0.75308672145645,-0.871618554676183,1.33796193611036
"14",1.02527729826027,-0.656798249677073,0.584779410588732
"15",1.02527729826027,-1.20335081532875,0.984002756319625
"16",0.958285648148141,-0.982985391411985,0.688647744996686
"17",0.822205129701342,-1.10552499530207,1.41732251531591
"18",1.02527729826027,-1.64429256967777,0.586843412717627
"19",0.612616175761796,-2.25666736638773,0.528394357658667
"20",-0.21911764086927,-1.36076501961259,-0.0781400735179388
"21",-0.138973952831924,-1.36375532962252,0.459434129278139
"22",-0.21911764086927,-0.43293472205827,0.0957493900873012
"23",-0.382416862084203,0.973378641310021,-0.588778749056111
"24",-1.17243439488447,0.763791240553164,-1.33411247305192
"25",-1.65648014734525,1.2961169251202,-1.63090688810554
"26",-1.4585368590088,0.633819126746935,-1.24052884399751
"27",-1.3617702205726,1.03100593961012,-1.04339547298667
"28",-1.17243439488447,0.510862688606856,-1.25673710535077
"29",-1.4585368590088,0.416330875488192,-1.46137336408189
"30",-1.65648014734525,0.192382092400801,-1.09671469787918
"31",-2.28906724336973,-0.475181548830431,-2.40385446069228
