"","greenhouse","environmental_taxes","harvested_rice"
"1",23.3840450716391,0.686261173322351,-1.23520837108902
"2",22.0994791588333,0.721284488420786,-2.04817069934009
"3",22.0994791588333,0.722206987010664,-1.02606736005395
"4",22.5245418278034,0.718136120070877,0.433821360276885
"5",21.2587912508425,0.718058888791219,0.85232289346569
"6",22.9527343747306,0.711354882479491,1.1863666405989
"7",22.5245418278034,0.702318940179235,1.77713455694749
"8",23.3840450716391,0.700294435709799,0.541920683352223
"9",24.6965713278681,0.69112106314485,-0.438674206954154
"10",24.2559748562313,0.70186244816506,-0.618677950943283
"11",25.1402407091918,0.671322728033755,-0.660580615252619
"12",24.2559748562313,0.668614440055283,-0.914283365017072
"13",24.2559748562313,0.658389504415182,-0.816564386474508
"14",26.0367547014011,0.665323445457658,-0.816657322721421
"15",26.0367547014011,0.647398690023712,0.23593751241633
"16",25.5869720875161,0.654738477138189,-0.314319851391703
"17",24.6965713278681,0.65067606856399,-0.117103002129609
"18",26.0367547014011,0.632240397504528,0.508795103286558
"19",23.3840450716391,0.610102051025,-0.296699591326661
"20",18.8131210568073,0.642060314049183,1.10931129866722
"21",19.2127003612197,0.641958125646118,2.05981607327607
"22",18.8131210568073,0.672399602762095,1.9337973796894
"23",18.0237080011675,0.713555296848023,0.762344976950272
"24",14.6349879387617,0.707766434407795,-1.06199651042489
"25",12.8709567055503,0.722246031547842,-0.739840473780345
"26",13.5662063139943,0.704117963778496,0.00371747186265502
"27",13.9190299349635,0.715126787625126,0.670720327659151
"28",14.6349879387617,0.700624523092602,0.670720327659151
"29",13.5662063139943,0.697910670089385,-0.954198763196389
"30",12.8709567055503,0.6913829118576,-0.690338873897695
"31",10.8697125198401,0.671075759959645,0.00265473788543453
